source_data_id,ann_index,class_id,type,x0,y0,x1,y1
S-211218_A_X_3_R_2254354-18,0,3,polygon,72,514,182,675
S-211218_A_X_3_R_2254354-18,1,3,polygon,533,535,605,617
S-211218_A_X_3_R_2254354-18,2,3,polygon,767,521,894,643
S-211218_A_X_3_R_2254354-19,0,3,polygon,0,664,66,834
S-211218_A_X_3_R_2254354-19,1,3,polygon,483,668,558,753
S-211218_A_X_3_R_2254354-19,2,3,polygon,758,649,889,768
S-211218_A_X_3_R_2254354-2,0,3,polygon,158,203,235,350
S-211218_A_X_3_R_2254354-2,1,3,polygon,612,270,684,355
S-211218_A_X_3_R_2254354-2,2,3,polygon,891,288,1014,405
S-211218_A_X_3_R_2254354-20,0,3,polygon,371,740,444,830
S-211218_A_X_3_R_2254354-20,1,3,polygon,698,723,806,836
S-211218_A_X_3_R_2254354-21,0,3,polygon,272,790,351,883
S-211218_A_X_3_R_2254354-21,1,3,polygon,638,785,735,903
S-211218_A_X_3_R_2254354-21,2,3,polygon,1041,805,1080,852
S-211218_A_X_3_R_2254354-22,0,3,polygon,194,627,275,721
S-211218_A_X_3_R_2254354-22,1,3,polygon,566,651,667,790
S-211218_A_X_3_R_2254354-22,2,3,polygon,955,679,1080,775
S-211218_A_X_3_R_2254354-23,0,3,polygon,0,482,53,578
S-211218_A_X_3_R_2254354-23,1,3,polygon,379,527,489,677
S-211218_A_X_3_R_2254354-23,2,3,polygon,795,582,941,692
S-211218_A_X_3_R_2254354-24,0,3,polygon,263,562,362,717
S-211218_A_X_3_R_2254354-24,1,3,polygon,677,625,820,730
S-211218_A_X_3_R_2254354-25,0,3,polygon,0,313,13,448
S-211218_A_X_3_R_2254354-25,1,3,polygon,282,437,373,607
S-211218_A_X_3_R_2254354-25,2,3,polygon,684,492,831,617
S-211218_A_X_3_R_2254354-27,0,3,polygon,130,315,202,414
S-211218_A_X_3_R_2254354-27,1,3,polygon,490,353,590,515
S-211218_A_X_3_R_2254354-27,2,3,polygon,874,389,1044,521
S-211218_A_X_3_R_2254354-28,0,3,polygon,321,374,394,490
S-211218_A_X_3_R_2254354-28,1,3,polygon,660,396,770,555
S-211218_A_X_3_R_2254354-28,2,3,polygon,1037,484,1080,546
S-211218_A_X_3_R_2254354-29,0,3,polygon,0,259,34,481
S-211218_A_X_3_R_2254354-29,1,3,polygon,471,395,541,488
S-211218_A_X_3_R_2254354-29,2,3,polygon,796,412,909,562
S-211218_A_X_3_R_2254354-3,0,3,polygon,153,291,265,455
S-211218_A_X_3_R_2254354-3,1,3,polygon,606,371,674,448
S-211218_A_X_3_R_2254354-3,2,3,polygon,873,386,996,504
S-211218_A_X_3_R_2254354-4,0,3,polygon,59,341,141,492
S-211218_A_X_3_R_2254354-4,1,3,polygon,528,416,605,495
S-211218_A_X_3_R_2254354-4,2,3,polygon,812,436,927,552
S-211218_A_X_3_R_2254354-5,0,3,polygon,0,366,22,545
S-211218_A_X_3_R_2254354-5,1,3,polygon,440,461,507,541
S-211218_A_X_3_R_2254354-5,2,3,polygon,732,481,842,596
S-211218_A_X_3_R_2254354-6,0,3,polygon,0,425,20,565
S-211218_A_X_3_R_2254354-6,1,3,polygon,433,518,500,599
S-211218_A_X_3_R_2254354-6,2,3,polygon,723,537,832,652
S-211218_A_X_3_R_2254354-7,0,3,polygon,716,639,824,742
S-211218_A_X_3_R_2254354-7,1,3,polygon,424,623,490,701
S-211218_A_X_3_R_2254354-7,2,3,polygon,0,550,41,665
S-211218_A_X_3_R_2254354-8,0,3,polygon,857,642,973,751
S-211218_A_X_3_R_2254354-8,1,3,polygon,114,547,209,713
S-211218_A_X_3_R_2254354-8,2,3,polygon,577,627,645,705
S-211218_A_X_3_R_2254355-1,0,3,polygon,324,402,383,667
S-211218_A_X_3_R_2254355-10,0,3,polygon,576,658,624,918
S-211218_A_X_3_R_2254355-11,0,3,polygon,493,668,549,932
S-211218_A_X_3_R_2254355-12,0,3,polygon,403,664,461,928
S-211218_A_X_3_R_2254355-14,0,3,polygon,388,813,441,1080
S-211218_A_X_3_R_2254355-15,0,3,polygon,399,900,453,1164
S-211218_A_X_3_R_2254355-16,0,3,polygon,462,936,518,1207
S-211218_A_X_3_R_2254355-17,0,3,polygon,607,949,665,1217
S-211218_A_X_3_R_2254355-18,0,3,polygon,695,939,755,1204
S-211218_A_X_3_R_2254355-2,0,3,polygon,413,385,472,647
S-211218_A_X_3_R_2254355-20,0,3,polygon,594,928,661,1199
S-211218_A_X_3_R_2254355-21,0,3,polygon,524,953,577,1233
S-211218_A_X_3_R_2254355-22,0,3,polygon,497,859,548,1132
S-211218_A_X_3_R_2254355-23,0,3,polygon,472,680,523,944
S-211218_A_X_3_R_2254355-24,0,3,polygon,478,559,528,823
S-211218_A_X_3_R_2254355-25,0,3,polygon,490,449,542,716
S-211218_A_X_3_R_2254355-26,0,3,polygon,611,402,659,666
S-211218_A_X_3_R_2254355-27,0,3,polygon,642,477,693,740
S-211218_A_X_3_R_2254355-29,0,3,polygon,624,691,674,964
S-211218_A_X_3_R_2254355-3,0,3,polygon,487,380,539,646
S-211218_A_X_3_R_2254355-30,0,3,polygon,640,825,690,1102
S-211218_A_X_3_R_2254355-4,0,3,polygon,568,386,620,650
S-211218_A_X_3_R_2254355-5,0,3,polygon,654,393,709,657
S-211218_A_X_3_R_2254355-6,0,3,polygon,733,381,788,647
S-211218_A_X_3_R_2254355-8,0,3,polygon,744,590,797,854
S-211218_A_X_3_R_2254355-9,0,3,polygon,648,618,709,882
S-211218_A_X_3_R_2254356-1,0,3,polygon,0,1078,740,1322
S-211218_A_X_3_R_2254356-11,0,3,polygon,0,448,801,607
S-211218_A_X_3_R_2254356-12,0,3,polygon,0,508,785,656
S-211218_A_X_3_R_2254356-13,0,3,polygon,1,681,738,800
S-211218_A_X_3_R_2254356-14,0,3,polygon,3,791,724,901
S-211218_A_X_3_R_2254356-15,0,3,polygon,0,882,759,982
S-211218_A_X_3_R_2254356-16,0,3,polygon,0,1005,764,1072
S-211218_A_X_3_R_2254356-17,0,3,polygon,17,1047,798,1119
S-211218_A_X_3_R_2254356-18,0,3,polygon,182,1055,917,1137
S-211218_A_X_3_R_2254356-19,0,3,polygon,207,1042,945,1115
S-211218_A_X_3_R_2254356-3,0,3,polygon,0,931,668,1145
S-211218_A_X_3_R_2254356-30,0,3,polygon,130,992,839,1080
S-211218_A_X_3_R_2254356-5,0,3,polygon,0,767,643,954
S-211218_A_X_3_R_2254356-6,0,3,polygon,0,682,671,845
S-211218_A_X_3_R_2254356-7,0,3,polygon,7,569,815,724
S-211218_A_X_3_R_2254356-8,0,3,polygon,0,444,806,556
S-211218_A_X_3_R_2254356-9,0,3,polygon,0,312,722,404
S-211218_A_X_3_R_2254357-1,0,3,polygon,279,63,418,192
S-211218_A_X_3_R_2254357-10,0,3,polygon,296,390,431,513
S-211218_A_X_3_R_2254357-11,0,3,polygon,252,421,384,539
S-211218_A_X_3_R_2254357-12,0,3,polygon,238,481,367,597
S-211218_A_X_3_R_2254357-14,0,3,polygon,282,676,411,792
S-211218_A_X_3_R_2254357-16,0,3,polygon,495,719,626,831
S-211218_A_X_3_R_2254357-18,0,3,polygon,601,649,742,762
S-211218_A_X_3_R_2254357-19,0,3,polygon,565,474,716,604
S-211218_A_X_3_R_2254357-2,0,3,polygon,375,119,528,262
S-211218_A_X_3_R_2254357-20,0,3,polygon,519,311,684,456
S-211218_A_X_3_R_2254357-21,0,3,polygon,463,161,639,329
S-211218_A_X_3_R_2254357-22,0,3,polygon,498,64,691,245
S-211218_A_X_3_R_2254357-23,0,3,polygon,642,58,840,232
S-211218_A_X_3_R_2254357-25,0,3,polygon,779,226,982,385
S-211218_A_X_3_R_2254357-26,0,3,polygon,691,247,900,411
S-211218_A_X_3_R_2254357-27,0,3,polygon,488,300,670,463
S-211218_A_X_3_R_2254357-28,0,3,polygon,352,303,539,469
S-211218_A_X_3_R_2254357-29,0,3,polygon,278,361,463,520
S-211218_A_X_3_R_2254357-3,0,3,polygon,464,164,619,301
S-211218_A_X_3_R_2254357-30,0,3,polygon,338,337,525,488
S-211218_A_X_3_R_2254357-4,0,3,polygon,570,184,722,325
S-211218_A_X_3_R_2254357-6,0,3,polygon,625,282,770,418
S-211218_A_X_3_R_2254357-8,0,3,polygon,493,392,638,513
S-211218_A_X_3_R_2254357-9,0,3,polygon,401,400,536,524
S-211218_A_X_3_R_2254358-1,0,3,polygon,68,358,804,440
S-211218_A_X_3_R_2254358-10,0,3,polygon,25,707,644,768
S-211218_A_X_3_R_2254358-11,0,3,polygon,6,418,656,507
S-211218_A_X_3_R_2254358-12,0,3,polygon,207,511,706,584
S-211218_A_X_3_R_2254358-13,0,3,polygon,340,554,848,613
S-211218_A_X_3_R_2254358-14,0,3,polygon,330,654,839,710
S-211218_A_X_3_R_2254358-15,0,3,polygon,357,834,886,929
S-211218_A_X_3_R_2254358-17,0,3,polygon,384,1007,945,1161
S-211218_A_X_3_R_2254358-18,0,3,polygon,254,1018,763,1158
S-211218_A_X_3_R_2254358-19,0,3,polygon,140,992,648,1128
S-211218_A_X_3_R_2254358-2,0,3,polygon,206,351,999,470
S-211218_A_X_3_R_2254358-20,0,3,polygon,143,943,639,1055
S-211218_A_X_3_R_2254358-21,0,3,polygon,125,779,590,846
S-211218_A_X_3_R_2254358-22,0,3,polygon,152,653,606,731
S-211218_A_X_3_R_2254358-23,0,3,polygon,212,496,631,615
S-211218_A_X_3_R_2254358-24,0,3,polygon,248,391,630,537
S-211218_A_X_3_R_2254358-26,0,3,polygon,385,236,786,451
S-211218_A_X_3_R_2254358-27,0,3,polygon,441,161,886,412
S-211218_A_X_3_R_2254358-28,0,3,polygon,514,232,993,448
S-211218_A_X_3_R_2254358-29,0,3,polygon,525,382,1030,550
S-211218_A_X_3_R_2254358-3,0,3,polygon,307,395,1080,505
S-211218_A_X_3_R_2254358-30,0,3,polygon,519,557,1028,664
S-211218_A_X_3_R_2254358-4,0,3,polygon,349,458,1080,554
S-211218_A_X_3_R_2254358-5,0,3,polygon,330,658,1080,742
S-211218_A_X_3_R_2254358-6,0,3,polygon,321,746,1074,833
S-211218_A_X_3_R_2254358-8,0,3,polygon,141,827,833,895
S-211218_A_X_3_R_2254358-9,0,3,polygon,2,856,667,919
S-211218_A_X_3_R_2254359-1,0,3,polygon,377,261,479,400
S-211218_A_X_3_R_2254359-10,0,3,polygon,177,661,271,772
S-211218_A_X_3_R_2254359-11,0,3,polygon,234,801,323,920
S-211218_A_X_3_R_2254359-12,0,3,polygon,340,829,423,947
S-211218_A_X_3_R_2254359-13,0,3,polygon,492,845,575,960
S-211218_A_X_3_R_2254359-14,0,3,polygon,617,849,697,965
S-211218_A_X_3_R_2254359-15,0,3,polygon,617,802,697,919
S-211218_A_X_3_R_2254359-17,0,3,polygon,289,817,381,947
S-211218_A_X_3_R_2254359-18,0,3,polygon,211,816,301,938
S-211218_A_X_3_R_2254359-19,0,3,polygon,287,920,372,1039
S-211218_A_X_3_R_2254359-2,0,3,polygon,523,307,633,449
S-211218_A_X_3_R_2254359-20,0,3,polygon,382,897,467,1012
S-211218_A_X_3_R_2254359-21,0,3,polygon,381,730,465,832
S-211218_A_X_3_R_2254359-22,0,3,polygon,306,677,400,773
S-211218_A_X_3_R_2254359-23,0,3,polygon,186,619,276,711
S-211218_A_X_3_R_2254359-24,0,3,polygon,298,491,377,570
S-211218_A_X_3_R_2254359-26,0,3,polygon,441,114,526,236
S-211218_A_X_3_R_2254359-27,0,3,polygon,592,39,686,174
S-211218_A_X_3_R_2254359-28,0,3,polygon,708,135,893,313
S-211218_A_X_3_R_2254359-29,0,3,polygon,0,278,1080,567
S-211218_A_X_3_R_2254359-3,0,3,polygon,0,224,1080,491
S-211218_A_X_3_R_2254359-30,0,3,polygon,0,444,1080,682
S-211218_A_X_3_R_2254359-4,0,3,polygon,0,287,1080,547
S-211218_A_X_3_R_2254359-5,0,3,polygon,0,447,1080,666
S-211218_A_X_3_R_2254359-6,0,3,polygon,0,442,1080,684
S-211218_A_X_3_R_2254359-8,0,3,polygon,288,548,376,627
S-211218_A_X_3_R_2254359-9,0,3,polygon,181,588,272,651
S-211218_A_X_3_R_2254360-1,0,3,polygon,241,442,468,528
S-211218_A_X_3_R_2254360-10,0,3,polygon,410,708,637,784
S-211218_A_X_3_R_2254360-10,1,3,polygon,456,46,481,61
S-211218_A_X_3_R_2254360-10,2,3,polygon,855,89,902,109
S-211218_A_X_3_R_2254360-11,0,3,polygon,790,91,838,111
S-211218_A_X_3_R_2254360-11,1,3,polygon,345,696,579,788
S-211218_A_X_3_R_2254360-11,2,3,polygon,390,40,418,58
S-211218_A_X_3_R_2254360-12,0,3,polygon,265,721,508,796
S-211218_A_X_3_R_2254360-12,1,3,polygon,732,87,772,103
S-211218_A_X_3_R_2254360-12,2,3,polygon,318,24,350,44
S-211218_A_X_3_R_2254360-13,0,3,polygon,657,80,694,99
S-211218_A_X_3_R_2254360-13,1,3,polygon,180,716,441,821
S-211218_A_X_3_R_2254360-13,2,3,polygon,232,15,266,36
S-211218_A_X_3_R_2254360-14,0,3,polygon,614,62,649,84
S-211218_A_X_3_R_2254360-14,1,3,polygon,129,700,398,812
S-211218_A_X_3_R_2254360-14,2,3,polygon,178,0,215,14
S-211218_A_X_3_R_2254360-15,0,3,polygon,579,87,619,105
S-211218_A_X_3_R_2254360-15,1,3,polygon,157,21,189,40
S-211218_A_X_3_R_2254360-15,2,3,polygon,94,717,365,833
S-211218_A_X_3_R_2254360-17,0,3,polygon,205,284,238,303
S-211218_A_X_3_R_2254360-17,1,3,polygon,600,327,637,348
S-211218_A_X_3_R_2254360-17,2,3,polygon,145,929,411,1043
S-211218_A_X_3_R_2254360-18,0,3,polygon,191,964,454,1065
S-211218_A_X_3_R_2254360-18,1,3,polygon,253,311,280,330
S-211218_A_X_3_R_2254360-18,2,3,polygon,641,352,682,370
S-211218_A_X_3_R_2254360-19,0,3,polygon,733,342,782,363
S-211218_A_X_3_R_2254360-19,1,3,polygon,348,306,375,323
S-211218_A_X_3_R_2254360-19,2,3,polygon,300,944,548,1065
S-211218_A_X_3_R_2254360-2,0,3,polygon,321,462,552,583
S-211218_A_X_3_R_2254360-20,0,3,polygon,416,286,443,304
S-211218_A_X_3_R_2254360-20,1,3,polygon,815,317,854,332
S-211218_A_X_3_R_2254360-20,2,3,polygon,385,929,620,1043
S-211218_A_X_3_R_2254360-21,0,3,polygon,504,275,531,294
S-211218_A_X_3_R_2254360-21,1,3,polygon,897,311,925,323
S-211218_A_X_3_R_2254360-21,2,3,polygon,464,920,706,1037
S-211218_A_X_3_R_2254360-22,0,3,polygon,519,931,754,1060
S-211218_A_X_3_R_2254360-22,1,3,polygon,554,289,579,305
S-211218_A_X_3_R_2254360-22,2,3,polygon,943,315,980,332
S-211218_A_X_3_R_2254360-23,0,3,polygon,606,299,636,320
S-211218_A_X_3_R_2254360-23,1,3,polygon,993,323,1047,342
S-211218_A_X_3_R_2254360-23,2,3,polygon,576,940,808,1053
S-211218_A_X_3_R_2254360-24,0,3,polygon,613,956,847,1083
S-211218_A_X_3_R_2254360-24,1,3,polygon,645,307,669,324
S-211218_A_X_3_R_2254360-24,2,3,polygon,1031,329,1079,348
S-211218_A_X_3_R_2254360-26,0,3,polygon,590,468,616,487
S-211218_A_X_3_R_2254360-26,1,3,polygon,554,1096,803,1230
S-211218_A_X_3_R_2254360-27,0,3,polygon,461,1098,709,1218
S-211218_A_X_3_R_2254360-27,1,3,polygon,512,456,540,472
S-211218_A_X_3_R_2254360-27,2,3,polygon,890,487,930,501
S-211218_A_X_3_R_2254360-28,0,3,polygon,430,440,460,457
S-211218_A_X_3_R_2254360-28,1,3,polygon,816,474,856,493
S-211218_A_X_3_R_2254360-28,2,3,polygon,369,1086,633,1214
S-211218_A_X_3_R_2254360-29,0,3,polygon,743,469,781,486
S-211218_A_X_3_R_2254360-29,1,3,polygon,354,431,387,448
S-211218_A_X_3_R_2254360-29,2,3,polygon,290,1076,554,1202
S-211218_A_X_3_R_2254360-3,0,3,polygon,410,460,636,589
S-211218_A_X_3_R_2254360-30,0,3,polygon,684,486,723,504
S-211218_A_X_3_R_2254360-30,1,3,polygon,303,448,333,466
S-211218_A_X_3_R_2254360-30,2,3,polygon,225,1088,500,1212
S-211218_A_X_3_R_2254360-4,0,3,polygon,476,454,703,583
S-211218_A_X_3_R_2254360-5,0,3,polygon,554,447,782,575
S-211218_A_X_3_R_2254360-6,0,3,polygon,616,445,842,575
S-211218_A_X_3_R_2254360-8,0,3,polygon,599,660,818,782
S-211218_A_X_3_R_2254360-8,1,3,polygon,641,0,670,18
S-211218_A_X_3_R_2254360-8,2,3,polygon,1045,37,1080,57
S-211218_A_X_3_R_2254360-9,0,3,polygon,508,40,537,63
S-211218_A_X_3_R_2254360-9,1,3,polygon,918,78,953,94
S-211218_A_X_3_R_2254360-9,2,3,polygon,470,684,694,808
S-211218_A_X_3_R_2254361-1,0,3,polygon,718,186,902,396
S-211218_A_X_3_R_2254361-1,1,3,polygon,0,100,75,338
S-211218_A_X_3_R_2254361-10,0,3,polygon,213,605,426,805
S-211218_A_X_3_R_2254361-10,1,3,polygon,850,763,1062,930
S-211218_A_X_3_R_2254361-11,0,3,polygon,214,484,412,686
S-211218_A_X_3_R_2254361-11,1,3,polygon,829,671,1037,820
S-211218_A_X_3_R_2254361-12,0,3,polygon,144,268,348,492
S-211218_A_X_3_R_2254361-12,1,3,polygon,780,503,983,667
S-211218_A_X_3_R_2254361-13,0,3,polygon,104,96,301,347
S-211218_A_X_3_R_2254361-13,1,3,polygon,744,361,957,540
S-211218_A_X_3_R_2254361-14,0,3,polygon,270,193,480,419
S-211218_A_X_3_R_2254361-14,1,3,polygon,854,407,1072,573
S-211218_A_X_3_R_2254361-15,0,3,polygon,244,219,461,445
S-211218_A_X_3_R_2254361-15,1,3,polygon,836,433,1053,593
S-211218_A_X_3_R_2254361-18,0,3,polygon,27,626,271,824
S-211218_A_X_3_R_2254361-18,1,3,polygon,652,760,852,900
S-211218_A_X_3_R_2254361-19,0,3,polygon,0,689,90,833
S-211218_A_X_3_R_2254361-19,1,3,polygon,536,805,729,961
S-211218_A_X_3_R_2254361-2,0,3,polygon,113,164,216,376
S-211218_A_X_3_R_2254361-2,1,3,polygon,832,215,1008,404
S-211218_A_X_3_R_2254361-20,0,3,polygon,488,688,663,862
S-211218_A_X_3_R_2254361-21,0,3,polygon,492,448,644,616
S-211218_A_X_3_R_2254361-22,0,3,polygon,652,460,813,631
S-211218_A_X_3_R_2254361-22,1,3,polygon,62,265,216,486
S-211218_A_X_3_R_2254361-23,0,3,polygon,239,340,386,554
S-211218_A_X_3_R_2254361-23,1,3,polygon,793,492,958,674
S-211218_A_X_3_R_2254361-24,0,3,polygon,364,279,516,496
S-211218_A_X_3_R_2254361-24,1,3,polygon,906,434,1074,622
S-211218_A_X_3_R_2254361-25,0,3,polygon,257,164,403,400
S-211218_A_X_3_R_2254361-25,1,3,polygon,834,328,999,523
S-211218_A_X_3_R_2254361-27,0,3,polygon,510,323,662,532
S-211218_A_X_3_R_2254361-28,0,3,polygon,530,491,674,678
S-211218_A_X_3_R_2254361-28,1,3,polygon,0,339,31,433
S-211218_A_X_3_R_2254361-29,0,3,polygon,201,545,355,761
S-211218_A_X_3_R_2254361-29,1,3,polygon,773,674,935,875
S-211218_A_X_3_R_2254361-3,0,3,polygon,186,248,291,432
S-211218_A_X_3_R_2254361-3,1,3,polygon,879,305,1056,484
S-211218_A_X_3_R_2254361-30,0,3,polygon,341,561,498,771
S-211218_A_X_3_R_2254361-30,1,3,polygon,896,687,1061,884
S-211218_A_X_3_R_2254361-4,0,3,polygon,191,365,297,569
S-211218_A_X_3_R_2254361-4,1,3,polygon,874,423,1055,605
S-211218_A_X_3_R_2254361-6,0,3,polygon,172,564,274,760
S-211218_A_X_3_R_2254361-6,1,3,polygon,848,611,1022,801
S-211218_A_X_3_R_2254361-7,0,3,polygon,199,617,311,815
S-211218_A_X_3_R_2254361-7,1,3,polygon,880,670,1056,850
S-211218_A_X_3_R_2254361-8,0,3,polygon,173,730,290,926
S-211218_A_X_3_R_2254361-8,1,3,polygon,858,765,1032,955
S-211218_A_X_3_R_2254362-1,0,3,polygon,402,415,744,481
S-211218_A_X_3_R_2254362-1,1,3,polygon,0,347,246,420
S-211218_A_X_3_R_2254362-1,2,3,polygon,241,383,316,429
S-211218_A_X_3_R_2254362-10,0,3,polygon,0,689,226,753
S-211218_A_X_3_R_2254362-10,1,3,polygon,376,735,678,795
S-211218_A_X_3_R_2254362-10,2,3,polygon,295,725,365,771
S-211218_A_X_3_R_2254362-11,0,3,polygon,0,754,221,810
S-211218_A_X_3_R_2254362-11,1,3,polygon,368,783,672,842
S-211218_A_X_3_R_2254362-11,2,3,polygon,288,780,361,815
S-211218_A_X_3_R_2254362-12,0,3,polygon,374,870,681,928
S-211218_A_X_3_R_2254362-12,1,3,polygon,0,838,226,893
S-211218_A_X_3_R_2254362-12,2,3,polygon,222,858,288,895
S-211218_A_X_3_R_2254362-13,0,3,polygon,385,950,691,1011
S-211218_A_X_3_R_2254362-13,1,3,polygon,0,920,239,982
S-211218_A_X_3_R_2254362-13,2,3,polygon,230,942,298,978
S-211218_A_X_3_R_2254362-14,0,3,polygon,0,955,318,1016
S-211218_A_X_3_R_2254362-14,1,3,polygon,308,978,371,1013
S-211218_A_X_3_R_2254362-14,2,3,polygon,463,989,752,1048
S-211218_A_X_3_R_2254362-15,0,3,polygon,581,997,856,1055
S-211218_A_X_3_R_2254362-15,1,3,polygon,110,969,437,1022
S-211218_A_X_3_R_2254362-15,2,3,polygon,489,995,574,1034
S-211218_A_X_3_R_2254362-16,0,3,polygon,687,992,957,1051
S-211218_A_X_3_R_2254362-16,1,3,polygon,222,968,543,1020
S-211218_A_X_3_R_2254362-16,2,3,polygon,593,991,679,1030
S-211218_A_X_3_R_2254362-17,0,3,polygon,727,975,991,1038
S-211218_A_X_3_R_2254362-17,1,3,polygon,269,939,583,994
S-211218_A_X_3_R_2254362-17,2,3,polygon,632,967,721,1006
S-211218_A_X_3_R_2254362-19,0,3,polygon,676,745,976,812
S-211218_A_X_3_R_2254362-19,1,3,polygon,200,694,523,761
S-211218_A_X_3_R_2254362-19,2,3,polygon,516,726,581,764
S-211218_A_X_3_R_2254362-2,0,3,polygon,528,463,842,533
S-211218_A_X_3_R_2254362-2,1,3,polygon,16,396,373,476
S-211218_A_X_3_R_2254362-2,2,3,polygon,369,441,438,480
S-211218_A_X_3_R_2254362-20,0,3,polygon,710,695,1075,768
S-211218_A_X_3_R_2254362-20,1,3,polygon,215,650,559,713
S-211218_A_X_3_R_2254362-20,2,3,polygon,549,677,624,719
S-211218_A_X_3_R_2254362-21,0,3,polygon,507,575,969,675
S-211218_A_X_3_R_2254362-21,1,3,polygon,0,515,352,598
S-211218_A_X_3_R_2254362-21,2,3,polygon,344,562,438,609
S-211218_A_X_3_R_2254362-22,0,3,polygon,390,554,903,651
S-211218_A_X_3_R_2254362-22,1,3,polygon,0,499,240,572
S-211218_A_X_3_R_2254362-22,2,3,polygon,229,533,339,585
S-211218_A_X_3_R_2254362-23,0,3,polygon,0,602,252,672
S-211218_A_X_3_R_2254362-23,1,3,polygon,393,655,909,744
S-211218_A_X_3_R_2254362-23,2,3,polygon,242,633,344,684
S-211218_A_X_3_R_2254362-24,0,3,polygon,403,798,923,881
S-211218_A_X_3_R_2254362-24,1,3,polygon,0,762,268,829
S-211218_A_X_3_R_2254362-24,2,3,polygon,253,786,355,831
S-211218_A_X_3_R_2254362-25,0,3,polygon,406,889,929,969
S-211218_A_X_3_R_2254362-25,1,3,polygon,259,874,355,922
S-211218_A_X_3_R_2254362-25,2,3,polygon,0,857,274,918
S-211218_A_X_3_R_2254362-26,0,3,polygon,0,894,248,957
S-211218_A_X_3_R_2254362-26,1,3,polygon,372,919,915,997
S-211218_A_X_3_R_2254362-26,2,3,polygon,234,905,328,956
S-211218_A_X_3_R_2254362-3,0,3,polygon,656,484,947,556
S-211218_A_X_3_R_2254362-3,1,3,polygon,168,418,505,497
S-211218_A_X_3_R_2254362-3,2,3,polygon,498,462,563,505
S-211218_A_X_3_R_2254362-4,0,3,polygon,717,505,989,574
S-211218_A_X_3_R_2254362-4,1,3,polygon,234,450,565,522
S-211218_A_X_3_R_2254362-4,2,3,polygon,611,496,706,544
S-211218_A_X_3_R_2254362-5,0,3,polygon,727,600,996,670
S-211218_A_X_3_R_2254362-5,1,3,polygon,254,556,577,623
S-211218_A_X_3_R_2254362-5,2,3,polygon,629,594,719,638
S-211218_A_X_3_R_2254362-6,0,3,polygon,253,677,571,739
S-211218_A_X_3_R_2254362-6,1,3,polygon,722,713,989,781
S-211218_A_X_3_R_2254362-6,2,3,polygon,624,710,713,749
S-211218_A_X_3_R_2254362-7,0,3,polygon,164,681,496,750
S-211218_A_X_3_R_2254362-7,1,3,polygon,645,732,915,791
S-211218_A_X_3_R_2254362-7,2,3,polygon,548,716,636,768
S-211218_A_X_3_R_2254362-8,0,3,polygon,539,724,818,791
S-211218_A_X_3_R_2254362-8,1,3,polygon,48,678,385,751
S-211218_A_X_3_R_2254362-8,2,3,polygon,382,706,446,748
S-211218_A_X_3_R_2254362-9,0,3,polygon,441,726,734,791
S-211218_A_X_3_R_2254362-9,1,3,polygon,0,685,290,749
S-211218_A_X_3_R_2254362-9,2,3,polygon,283,705,349,750
S-211218_A_X_3_R_2254363-1,0,3,polygon,482,272,670,392
S-211218_A_X_3_R_2254363-1,1,3,polygon,400,231,430,341
S-211218_A_X_3_R_2254363-1,2,3,polygon,283,1215,298,1270
S-211218_A_X_3_R_2254363-10,0,3,polygon,284,609,460,715
S-211218_A_X_3_R_2254363-10,1,3,polygon,206,557,248,688
S-211218_A_X_3_R_2254363-10,2,3,polygon,66,840,83,893
S-211218_A_X_3_R_2254363-12,0,3,polygon,184,679,221,789
S-211218_A_X_3_R_2254363-12,1,3,polygon,258,718,439,832
S-211218_A_X_3_R_2254363-12,2,3,polygon,298,126,316,149
S-211218_A_X_3_R_2254363-13,0,3,polygon,287,823,460,929
S-211218_A_X_3_R_2254363-13,1,3,polygon,322,247,343,268
S-211218_A_X_3_R_2254363-13,2,3,polygon,225,788,256,893
S-211218_A_X_3_R_2254363-14,0,3,polygon,405,860,570,966
S-211218_A_X_3_R_2254363-14,1,3,polygon,401,283,419,305
S-211218_A_X_3_R_2254363-14,2,3,polygon,336,820,363,933
S-211218_A_X_3_R_2254363-15,0,3,polygon,533,844,704,950
S-211218_A_X_3_R_2254363-15,1,3,polygon,510,262,529,284
S-211218_A_X_3_R_2254363-15,2,3,polygon,462,810,483,908
S-211218_A_X_3_R_2254363-16,0,3,polygon,574,803,751,908
S-211218_A_X_3_R_2254363-16,1,3,polygon,534,207,555,233
S-211218_A_X_3_R_2254363-16,2,3,polygon,502,767,523,860
S-211218_A_X_3_R_2254363-17,0,3,polygon,609,825,784,936
S-211218_A_X_3_R_2254363-17,1,3,polygon,565,246,583,266
S-211218_A_X_3_R_2254363-17,2,3,polygon,536,793,551,885
S-211218_A_X_3_R_2254363-18,0,3,polygon,616,958,792,1075
S-211218_A_X_3_R_2254363-18,1,3,polygon,565,392,583,414
S-211218_A_X_3_R_2254363-18,2,3,polygon,541,926,561,1023
S-211218_A_X_3_R_2254363-19,0,3,polygon,626,1014,803,1128
S-211218_A_X_3_R_2254363-19,1,3,polygon,574,456,595,475
S-211218_A_X_3_R_2254363-19,2,3,polygon,545,985,566,1082
S-211218_A_X_3_R_2254363-2,0,3,polygon,390,1236,409,1274
S-211218_A_X_3_R_2254363-2,1,3,polygon,484,229,503,332
S-211218_A_X_3_R_2254363-2,2,3,polygon,567,255,757,381
